Filename;Position Index;X Position;Y Position;Baseline Offset [N];Baseline Slope [N/m];Young's Modulus [Pa];Contact Point [m];Baseline [N];Discontinuity Position;Discontinuity Width [m];Adhesion [N];ResidualRMS [N]
qi-data-2022.04.19-11.00.07.659_3019.jpk-qi-series;3019;-9.60937e-06;7.26562e-06;9.25539e-08;0.00295344;1.14110e+07;-1.75535e-07;-2.99977e-10;;0.00000;0.00000;2.79597e-10
qi-data-2022.04.19-11.00.07.659_3020.jpk-qi-series;3020;-9.14063e-06;7.26562e-06;9.25714e-08;0.00293105;1.21568e+07;-1.75632e-07;-3.73008e-10;;0.00000;0.00000;3.41674e-10
qi-data-2022.04.19-11.00.07.659_3021.jpk-qi-series;3021;-8.67187e-06;7.26562e-06;9.24099e-08;0.00295199;1.23770e+07;-1.78605e-07;-3.17673e-10;;0.00000;0.00000;2.84578e-10
qi-data-2022.04.19-11.00.07.659_3022.jpk-qi-series;3022;-8.20313e-06;7.26562e-06;9.22337e-08;0.00296724;1.33368e+07;-1.82753e-07;-2.54246e-10;;0.00000;0.00000;2.45014e-10
qi-data-2022.04.19-11.00.07.659_3023.jpk-qi-series;3023;-7.73438e-06;7.26562e-06;9.26521e-08;0.00288212;1.20287e+07;-1.81056e-07;-4.62352e-10;;0.00000;0.00000;4.26758e-10
qi-data-2022.04.19-11.00.07.659_3024.jpk-qi-series;3024;-7.26562e-06;7.26562e-06;9.26032e-08;0.00287645;1.18440e+07;-1.79589e-07;-4.41066e-10;;0.00000;0.00000;4.06695e-10
qi-data-2022.04.19-11.00.07.659_3025.jpk-qi-series;3025;-6.79687e-06;7.26562e-06;9.21546e-08;0.00296806;1.12518e+07;-1.80395e-07;-2.80746e-10;;0.00000;0.00000;2.67698e-10
qi-data-2022.04.19-11.00.07.659_3026.jpk-qi-series;3026;-6.32813e-06;7.26562e-06;9.23818e-08;0.00292068;1.20102e+07;-1.84438e-07;-4.24351e-10;;0.00000;0.00000;3.70289e-10
qi-data-2022.04.19-11.00.07.659_3027.jpk-qi-series;3027;-5.85938e-06;7.26562e-06;9.20780e-08;0.00296892;1.16868e+07;-1.85887e-07;-3.09747e-10;;0.00000;0.00000;2.90795e-10
qi-data-2022.04.19-11.00.07.659_3028.jpk-qi-series;3028;-5.39062e-06;7.26562e-06;9.20755e-08;0.00295772;1.21678e+07;-1.88559e-07;-3.15577e-10;;0.00000;0.00000;2.96372e-10
qi-data-2022.04.19-11.00.07.659_3029.jpk-qi-series;3029;-4.92187e-06;7.26562e-06;9.22404e-08;0.00292660;1.09281e+07;-1.89391e-07;-3.71744e-10;;0.00000;0.00000;3.40061e-10
qi-data-2022.04.19-11.00.07.659_3030.jpk-qi-series;3030;-4.45313e-06;7.26562e-06;9.23210e-08;0.00288799;1.23236e+07;-1.91537e-07;-4.32942e-10;;0.00000;0.00000;4.11115e-10
qi-data-2022.04.19-11.00.07.659_3031.jpk-qi-series;3031;-3.98438e-06;7.26562e-06;9.20004e-08;0.00295236;1.23664e+07;-1.95003e-07;-3.47343e-10;;0.00000;0.00000;3.13636e-10
qi-data-2022.04.19-11.00.07.659_3032.jpk-qi-series;3032;-3.51562e-06;7.26562e-06;9.21129e-08;0.00292084;1.30428e+07;-1.92778e-07;-4.03117e-10;;0.00000;0.00000;3.76902e-10
qi-data-2022.04.19-11.00.07.659_3033.jpk-qi-series;3033;-3.04687e-06;7.26562e-06;9.21178e-08;0.00288125;1.27172e+07;-1.89460e-07;-4.63814e-10;;0.00000;0.00000;4.23723e-10
qi-data-2022.04.19-11.00.07.659_3034.jpk-qi-series;3034;-2.57813e-06;7.26562e-06;9.15425e-08;0.00300674;1.00737e+07;-1.86614e-07;-2.66232e-10;;0.00000;0.00000;2.48657e-10
qi-data-2022.04.19-11.00.07.659_3035.jpk-qi-series;3035;-2.10938e-06;7.26562e-06;9.19179e-08;0.00290896;1.22359e+07;-1.88602e-07;-4.41791e-10;;0.00000;0.00000;4.01784e-10
qi-data-2022.04.19-11.00.07.659_3036.jpk-qi-series;3036;-1.64062e-06;7.26562e-06;9.16019e-08;0.00296286;1.26479e+07;-1.88817e-07;-3.06788e-10;;0.00000;0.00000;2.94267e-10
qi-data-2022.04.19-11.00.07.659_3037.jpk-qi-series;3037;-1.17187e-06;7.26562e-06;9.16462e-08;0.00293673;1.27018e+07;-1.88632e-07;-3.81249e-10;;0.00000;0.00000;3.39056e-10
qi-data-2022.04.19-11.00.07.659_3038.jpk-qi-series;3038;-7.03125e-07;7.26562e-06;9.16100e-08;0.00294209;1.09559e+07;-1.89774e-07;-3.68943e-10;;0.00000;0.00000;3.52754e-10
qi-data-2022.04.19-11.00.07.659_3039.jpk-qi-series;3039;-2.34375e-07;7.26562e-06;9.14854e-08;0.00295098;1.15102e+07;-1.90727e-07;-3.12946e-10;;0.00000;0.00000;3.15435e-10
qi-data-2022.04.19-11.00.07.659_3040.jpk-qi-series;3040;2.34375e-07;7.26562e-06;9.16438e-08;0.00290527;1.28706e+07;-1.98222e-07;-4.36465e-10;;0.00000;0.00000;3.93440e-10
qi-data-2022.04.19-11.00.07.659_3041.jpk-qi-series;3041;7.03125e-07;7.26562e-06;9.13253e-08;0.00297659;1.27122e+07;-1.93417e-07;-2.95406e-10;;0.00000;0.00000;2.79476e-10
qi-data-2022.04.19-11.00.07.659_3042.jpk-qi-series;3042;1.17187e-06;7.26562e-06;9.13218e-08;0.00296002;1.29443e+07;-1.97279e-07;-3.48906e-10;;0.00000;0.00000;3.18977e-10
qi-data-2022.04.19-11.00.07.659_3043.jpk-qi-series;3043;1.64063e-06;7.26562e-06;9.12383e-08;0.00297177;1.22770e+07;-1.99068e-07;-3.55109e-10;;0.00000;0.00000;3.16142e-10
qi-data-2022.04.19-11.00.07.659_3044.jpk-qi-series;3044;2.10937e-06;7.26562e-06;9.13388e-08;0.00293772;1.28919e+07;-1.96531e-07;-3.97407e-10;;0.00000;0.00000;3.65137e-10
qi-data-2022.04.19-11.00.07.659_3045.jpk-qi-series;3045;2.57813e-06;7.26562e-06;9.12448e-08;0.00293428;1.21231e+07;-1.95984e-07;-3.74340e-10;;0.00000;0.00000;3.56823e-10
qi-data-2022.04.19-11.00.07.659_3046.jpk-qi-series;3046;3.04688e-06;7.26562e-06;9.09951e-08;0.00296876;1.25953e+07;-1.96770e-07;-2.86749e-10;;0.00000;0.00000;2.87986e-10
qi-data-2022.04.19-11.00.07.659_3047.jpk-qi-series;3047;3.51562e-06;7.26562e-06;9.10973e-08;0.00294532;1.08273e+07;-1.96099e-07;-3.79555e-10;;0.00000;0.00000;3.35117e-10
qi-data-2022.04.19-11.00.07.659_3048.jpk-qi-series;3048;3.98438e-06;7.26562e-06;9.09861e-08;0.00296000;1.28416e+07;-2.01894e-07;-3.31946e-10;;0.00000;0.00000;2.99652e-10
qi-data-2022.04.19-11.00.07.659_3049.jpk-qi-series;3049;4.45312e-06;7.26562e-06;9.09997e-08;0.00295412;1.28142e+07;-1.97635e-07;-3.74202e-10;;0.00000;0.00000;3.53014e-10
qi-data-2022.04.19-11.00.07.659_3050.jpk-qi-series;3050;4.92187e-06;7.26562e-06;9.10524e-08;0.00293683;1.23640e+07;-1.93803e-07;-4.07521e-10;;0.00000;0.00000;3.76006e-10
qi-data-2022.04.19-11.00.07.659_3051.jpk-qi-series;3051;5.39063e-06;7.26562e-06;9.10467e-08;0.00292013;1.14082e+07;-1.86983e-07;-4.53309e-10;;0.00000;0.00000;3.97204e-10
qi-data-2022.04.19-11.00.07.659_3052.jpk-qi-series;3052;5.85937e-06;7.26562e-06;9.10413e-08;0.00289643;1.24218e+07;-1.91864e-07;-4.63062e-10;;0.00000;0.00000;4.11931e-10
qi-data-2022.04.19-11.00.07.659_3053.jpk-qi-series;3053;6.32813e-06;7.26562e-06;9.06571e-08;0.00296504;1.16512e+07;-1.95264e-07;-3.52343e-10;;0.00000;0.00000;3.24403e-10
qi-data-2022.04.19-11.00.07.659_3054.jpk-qi-series;3054;6.79688e-06;7.26562e-06;9.05545e-08;0.00297414;1.24194e+07;-2.05116e-07;-3.27267e-10;;0.00000;0.00000;3.00246e-10
qi-data-2022.04.19-11.00.07.659_3055.jpk-qi-series;3055;7.26562e-06;7.26562e-06;9.06058e-08;0.00292805;1.32859e+07;-2.11355e-07;-4.22941e-10;;0.00000;0.00000;3.82433e-10
qi-data-2022.04.19-11.00.07.659_3056.jpk-qi-series;3056;7.73438e-06;7.26562e-06;9.10276e-08;0.00283096;1.26767e+07;-2.12334e-07;-5.90579e-10;;0.00000;0.00000;5.39669e-10
qi-data-2022.04.19-11.00.07.659_3057.jpk-qi-series;3057;8.20312e-06;7.26562e-06;9.02706e-08;0.00298169;1.20085e+07;-2.03523e-07;-2.92386e-10;;0.00000;0.00000;2.79714e-10
qi-data-2022.04.19-11.00.07.659_3058.jpk-qi-series;3058;8.67187e-06;7.26562e-06;9.03435e-08;0.00294427;1.21809e+07;-2.06777e-07;-3.69903e-10;;0.00000;0.00000;3.43337e-10
qi-data-2022.04.19-11.00.07.659_3059.jpk-qi-series;3059;9.14063e-06;7.26562e-06;9.01312e-08;0.00299020;1.22875e+07;-2.08531e-07;-3.33665e-10;;0.00000;0.00000;3.31278e-10
qi-data-2022.04.19-11.00.07.659_3060.jpk-qi-series;3060;9.60937e-06;7.26562e-06;8.99799e-08;0.00299206;1.02078e+07;-2.03478e-07;-1.64017e-10;;0.00000;0.00000;1.65994e-10
qi-data-2022.04.19-11.00.07.659_3061.jpk-qi-series;3061;1.00781e-05;7.26562e-06;9.00972e-08;0.00295941;9.43612e+06;-1.95918e-07;3.38764e-10;;0.00000;0.00000;1.00084e-09
qi-data-2022.04.19-11.00.07.659_3062.jpk-qi-series;3062;1.05469e-05;7.26562e-06;8.99530e-08;0.00298160;121234;1.07495e-06;-7.92033e-12;;0.00000;0.00000;7.57462e-10
qi-data-2022.04.19-11.00.07.659_3063.jpk-qi-series;3063;1.10156e-05;7.26562e-06;8.99439e-08;0.00293802;104113;1.21514e-06;-4.02818e-11;;0.00000;0.00000;7.05832e-10
qi-data-2022.04.19-11.00.07.659_3064.jpk-qi-series;3064;1.14844e-05;7.26562e-06;8.97663e-08;0.00295740;88587.9;1.28869e-06;-1.35942e-11;;0.00000;0.00000;7.17339e-10
qi-data-2022.04.19-11.00.07.659_3065.jpk-qi-series;3065;1.19531e-05;7.26562e-06;8.98491e-08;0.00293441;53024.7;1.77919e-06;-8.06167e-11;;0.00000;0.00000;5.34880e-10
qi-data-2022.04.19-11.00.07.659_3066.jpk-qi-series;3066;1.24219e-05;7.26562e-06;9.00922e-08;0.00289053;55095.0;1.62321e-06;-6.60191e-11;;0.00000;0.00000;8.38480e-10
qi-data-2022.04.19-11.00.07.659_3067.jpk-qi-series;3067;1.28906e-05;7.26562e-06;8.94016e-08;0.00302333;46368.0;1.74704e-06;1.17489e-10;;0.00000;0.00000;9.70997e-10
qi-data-2022.04.19-11.00.07.659_3068.jpk-qi-series;3068;1.33594e-05;7.26562e-06;8.97344e-08;0.00293414;64611.4;1.57274e-06;-3.29062e-11;;0.00000;0.00000;5.31030e-10
qi-data-2022.04.19-11.00.07.659_3069.jpk-qi-series;3069;1.38281e-05;7.26562e-06;8.95137e-08;0.00296070;91269.4;1.12874e-06;1.15084e-11;;0.00000;0.00000;9.75706e-10
qi-data-2022.04.19-11.00.07.659_3070.jpk-qi-series;3070;1.42969e-05;7.26562e-06;8.95111e-08;0.00294816;103837;9.49655e-07;6.23497e-11;;0.00000;0.00000;8.76165e-10
qi-data-2022.04.19-11.00.07.659_3071.jpk-qi-series;3071;1.47656e-05;7.26562e-06;8.97853e-08;0.00287433;47156.5;1.41980e-06;3.15882e-11;;0.00000;0.00000;1.36648e-09
qi-data-2022.04.19-11.00.07.659_3072.jpk-qi-series;3072;-1.47656e-05;7.73438e-06;9.32111e-08;0.00232256;1.50705e+07;-1.69297e-07;-3.16353e-10;;0.00000;0.00000;2.56071e-10
qi-data-2022.04.19-11.00.07.659_3073.jpk-qi-series;3073;-1.42969e-05;7.73438e-06;9.33309e-08;0.00294723;1.23126e+07;-1.70600e-07;-3.11025e-10;;0.00000;0.00000;2.88232e-10
qi-data-2022.04.19-11.00.07.659_3074.jpk-qi-series;3074;-1.38281e-05;7.73438e-06;9.30450e-08;0.00297106;1.33559e+07;-1.71357e-07;-2.12429e-10;;0.00000;0.00000;2.18850e-10
qi-data-2022.04.19-11.00.07.659_3075.jpk-qi-series;3075;-1.33594e-05;7.73438e-06;9.31416e-08;0.00295210;1.08020e+07;-1.69215e-07;-2.94309e-10;;0.00000;0.00000;2.71212e-10
qi-data-2022.04.19-11.00.07.659_3076.jpk-qi-series;3076;-1.28906e-05;7.73438e-06;9.28616e-08;0.00300192;1.13849e+07;-1.71478e-07;-2.10327e-10;;0.00000;0.00000;2.08034e-10
qi-data-2022.04.19-11.00.07.659_3077.jpk-qi-series;3077;-1.24219e-05;7.73438e-06;9.30543e-08;0.00294309;1.23553e+07;-1.71362e-07;-3.26018e-10;;0.00000;0.00000;3.18171e-10
qi-data-2022.04.19-11.00.07.659_3078.jpk-qi-series;3078;-1.19531e-05;7.73438e-06;9.32475e-08;0.00290640;1.17128e+07;-1.73405e-07;-4.37909e-10;;0.00000;0.00000;3.78583e-10
qi-data-2022.04.19-11.00.07.659_3079.jpk-qi-series;3079;-1.14844e-05;7.73438e-06;9.27427e-08;0.00297260;1.24884e+07;-1.73962e-07;-2.42420e-10;;0.00000;0.00000;2.47815e-10
qi-data-2022.04.19-11.00.07.659_3080.jpk-qi-series;3080;-1.10156e-05;7.73438e-06;9.30008e-08;0.00291850;1.21024e+07;-1.74640e-07;-3.80730e-10;;0.00000;0.00000;3.51253e-10
qi-data-2022.04.19-11.00.07.659_3081.jpk-qi-series;3081;-1.05469e-05;7.73438e-06;9.24780e-08;0.00301524;1.19565e+07;-1.75323e-07;-2.28997e-10;;0.00000;0.00000;2.27868e-10
qi-data-2022.04.19-11.00.07.659_3082.jpk-qi-series;3082;-1.00781e-05;7.73438e-06;9.28838e-08;0.00289429;9.82620e+06;-1.73664e-07;-3.94937e-10;;0.00000;0.00000;3.93603e-10
qi-data-2022.04.19-11.00.07.659_3083.jpk-qi-series;3083;-9.60937e-06;7.73438e-06;9.27440e-08;0.00291501;1.13955e+07;-1.78175e-07;-3.59511e-10;;0.00000;0.00000;3.39300e-10
qi-data-2022.04.19-11.00.07.659_3084.jpk-qi-series;3084;-9.14063e-06;7.73438e-06;9.24926e-08;0.00296926;1.15172e+07;-1.80069e-07;-2.94225e-10;;0.00000;0.00000;2.69802e-10
qi-data-2022.04.19-11.00.07.659_3085.jpk-qi-series;3085;-8.67187e-06;7.73438e-06;9.29003e-08;0.00288509;1.25609e+07;-1.83178e-07;-4.82206e-10;;0.00000;0.00000;4.38691e-10
qi-data-2022.04.19-11.00.07.659_3086.jpk-qi-series;3086;-8.20313e-06;7.73438e-06;9.25712e-08;0.00291700;1.18449e+07;-1.79869e-07;-3.90880e-10;;0.00000;0.00000;3.58378e-10
qi-data-2022.04.19-11.00.07.659_3087.jpk-qi-series;3087;-7.73438e-06;7.73438e-06;9.24693e-08;0.00293450;1.16235e+07;-1.81079e-07;-3.46622e-10;;0.00000;0.00000;3.20208e-10
qi-data-2022.04.19-11.00.07.659_3088.jpk-qi-series;3088;-7.26562e-06;7.73438e-06;9.25859e-08;0.00289353;1.17201e+07;-1.80767e-07;-4.33634e-10;;0.00000;0.00000;3.88237e-10
qi-data-2022.04.19-11.00.07.659_3089.jpk-qi-series;3089;-6.79687e-06;7.73438e-06;9.19572e-08;0.00301480;1.14579e+07;-1.80995e-07;-2.03111e-10;;0.00000;0.00000;1.98325e-10
qi-data-2022.04.19-11.00.07.659_3090.jpk-qi-series;3090;-6.32813e-06;7.73438e-06;9.23323e-08;0.00292987;1.19577e+07;-1.79472e-07;-3.76563e-10;;0.00000;0.00000;3.60821e-10
qi-data-2022.04.19-11.00.07.659_3091.jpk-qi-series;3091;-5.85938e-06;7.73438e-06;9.20394e-08;0.00296129;1.11640e+07;-1.85317e-07;-3.42644e-10;;0.00000;0.00000;3.05692e-10
qi-data-2022.04.19-11.00.07.659_3092.jpk-qi-series;3092;-5.39062e-06;7.73438e-06;9.21614e-08;0.00293040;1.22876e+07;-1.86753e-07;-3.82578e-10;;0.00000;0.00000;3.63021e-10
qi-data-2022.04.19-11.00.07.659_3093.jpk-qi-series;3093;-4.92187e-06;7.73438e-06;9.22669e-08;0.00289850;1.20305e+07;-1.90994e-07;-4.22694e-10;;0.00000;0.00000;4.00375e-10
qi-data-2022.04.19-11.00.07.659_3094.jpk-qi-series;3094;-4.45313e-06;7.73438e-06;9.18461e-08;0.00296485;1.19102e+07;-1.91797e-07;-3.46268e-10;;0.00000;0.00000;3.16505e-10
qi-data-2022.04.19-11.00.07.659_3095.jpk-qi-series;3095;-3.98438e-06;7.73438e-06;9.19190e-08;0.00293922;1.16666e+07;-1.94400e-07;-3.33714e-10;;0.00000;0.00000;3.19783e-10
qi-data-2022.04.19-11.00.07.659_3096.jpk-qi-series;3096;-3.51562e-06;7.73438e-06;9.18643e-08;0.00293929;1.15379e+07;-1.94064e-07;-3.56369e-10;;0.00000;0.00000;3.45291e-10
qi-data-2022.04.19-11.00.07.659_3097.jpk-qi-series;3097;-3.04687e-06;7.73438e-06;9.17888e-08;0.00295501;1.10850e+07;-1.91411e-07;-3.47924e-10;;0.00000;0.00000;3.29151e-10
qi-data-2022.04.19-11.00.07.659_3098.jpk-qi-series;3098;-2.57813e-06;7.73438e-06;9.18690e-08;0.00292459;1.02788e+07;-1.84739e-07;-4.17785e-10;;0.00000;0.00000;3.78335e-10
qi-data-2022.04.19-11.00.07.659_3099.jpk-qi-series;3099;-2.10938e-06;7.73438e-06;9.16764e-08;0.00294869;1.28088e+07;-1.91022e-07;-3.45505e-10;;0.00000;0.00000;3.09860e-10
qi-data-2022.04.19-11.00.07.659_3100.jpk-qi-series;3100;-1.64062e-06;7.73438e-06;9.18254e-08;0.00290439;1.26863e+07;-1.90895e-07;-4.29256e-10;;0.00000;0.00000;3.96145e-10
qi-data-2022.04.19-11.00.07.659_3101.jpk-qi-series;3101;-1.17187e-06;7.73438e-06;9.19946e-08;0.00287140;1.10245e+07;-1.89606e-07;-5.26049e-10;;0.00000;0.00000;4.70437e-10
qi-data-2022.04.19-11.00.07.659_3102.jpk-qi-series;3102;-7.03125e-07;7.73438e-06;9.15733e-08;0.00295079;1.28936e+07;-1.89802e-07;-3.93713e-10;;0.00000;0.00000;3.45674e-10
qi-data-2022.04.19-11.00.07.659_3103.jpk-qi-series;3103;-2.34375e-07;7.73438e-06;9.16779e-08;0.00291253;1.36726e+07;-1.99328e-07;-4.31578e-10;;0.00000;0.00000;4.03082e-10
qi-data-2022.04.19-11.00.07.659_3104.jpk-qi-series;3104;2.34375e-07;7.73438e-06;9.14339e-08;0.00295394;9.79534e+06;-1.91404e-07;-3.58908e-10;;0.00000;0.00000;3.39179e-10
qi-data-2022.04.19-11.00.07.659_3105.jpk-qi-series;3105;7.03125e-07;7.73438e-06;9.10237e-08;0.00300856;1.20993e+07;-1.95974e-07;-2.22076e-10;;0.00000;0.00000;2.23557e-10
qi-data-2022.04.19-11.00.07.659_3106.jpk-qi-series;3106;1.17187e-06;7.73438e-06;9.14228e-08;0.00292838;1.27622e+07;-1.95429e-07;-4.21031e-10;;0.00000;0.00000;3.78154e-10
qi-data-2022.04.19-11.00.07.659_3107.jpk-qi-series;3107;1.64063e-06;7.73438e-06;9.13780e-08;0.00293147;1.22303e+07;-1.96183e-07;-4.01609e-10;;0.00000;0.00000;3.61597e-10
qi-data-2022.04.19-11.00.07.659_3108.jpk-qi-series;3108;2.10937e-06;7.73438e-06;9.11384e-08;0.00295996;1.27324e+07;-1.95490e-07;-3.54426e-10;;0.00000;0.00000;3.33777e-10
qi-data-2022.04.19-11.00.07.659_3109.jpk-qi-series;3109;2.57813e-06;7.73438e-06;9.13505e-08;0.00290762;1.19978e+07;-1.94733e-07;-4.09427e-10;;0.00000;0.00000;3.95850e-10
qi-data-2022.04.19-11.00.07.659_3110.jpk-qi-series;3110;3.04688e-06;7.73438e-06;9.11663e-08;0.00294562;1.16479e+07;-1.95219e-07;-3.94474e-10;;0.00000;0.00000;3.68377e-10
qi-data-2022.04.19-11.00.07.659_3111.jpk-qi-series;3111;3.51562e-06;7.73438e-06;9.10963e-08;0.00294141;1.26892e+07;-1.99248e-07;-3.87047e-10;;0.00000;0.00000;3.65716e-10
qi-data-2022.04.19-11.00.07.659_3112.jpk-qi-series;3112;3.98438e-06;7.73438e-06;9.08993e-08;0.00296734;1.27089e+07;-1.99312e-07;-3.43825e-10;;0.00000;0.00000;3.10189e-10
qi-data-2022.04.19-11.00.07.659_3113.jpk-qi-series;3113;4.45312e-06;7.73438e-06;9.06880e-08;0.00300479;1.27139e+07;-2.02448e-07;-2.68119e-10;;0.00000;0.00000;2.56475e-10
qi-data-2022.04.19-11.00.07.659_3114.jpk-qi-series;3114;4.92187e-06;7.73438e-06;9.08623e-08;0.00297513;1.16652e+07;-1.95526e-07;-3.72339e-10;;0.00000;0.00000;3.23062e-10
qi-data-2022.04.19-11.00.07.659_3115.jpk-qi-series;3115;5.39063e-06;7.73438e-06;9.08929e-08;0.00294577;1.27700e+07;-1.84141e-07;-3.83891e-10;;0.00000;0.00000;3.62392e-10
qi-data-2022.04.19-11.00.07.659_3116.jpk-qi-series;3116;5.85937e-06;7.73438e-06;9.06983e-08;0.00298302;1.17351e+07;-1.82424e-07;-3.27009e-10;;0.00000;0.00000;3.04626e-10
qi-data-2022.04.19-11.00.07.659_3117.jpk-qi-series;3117;6.32813e-06;7.73438e-06;9.04967e-08;0.00300631;1.32808e+07;-1.94897e-07;-2.91680e-10;;0.00000;0.00000;2.82737e-10
qi-data-2022.04.19-11.00.07.659_3118.jpk-qi-series;3118;6.79688e-06;7.73438e-06;9.07289e-08;0.00292721;1.24078e+07;-2.03231e-07;-4.37267e-10;;0.00000;0.00000;4.05836e-10
qi-data-2022.04.19-11.00.07.659_3119.jpk-qi-series;3119;7.26562e-06;7.73438e-06;9.03182e-08;0.00299772;1.16629e+07;-2.03436e-07;-2.99096e-10;;0.00000;0.00000;2.77098e-10
qi-data-2022.04.19-11.00.07.659_3120.jpk-qi-series;3120;7.73438e-06;7.73438e-06;9.03446e-08;0.00296618;1.20629e+07;-2.04063e-07;-3.35331e-10;;0.00000;0.00000;3.09946e-10
qi-data-2022.04.19-11.00.07.659_3121.jpk-qi-series;3121;8.20312e-06;7.73438e-06;9.04059e-08;0.00294529;1.23871e+07;-2.08908e-07;-3.99249e-10;;0.00000;0.00000;3.70739e-10
qi-data-2022.04.19-11.00.07.659_3122.jpk-qi-series;3122;8.67187e-06;7.73438e-06;9.05411e-08;0.00289224;1.10079e+07;-2.06196e-07;-5.02097e-10;;0.00000;0.00000;4.62181e-10
qi-data-2022.04.19-11.00.07.659_3123.jpk-qi-series;3123;9.14063e-06;7.73438e-06;9.02288e-08;0.00295706;1.12033e+07;-2.07404e-07;-3.77471e-10;;0.00000;0.00000;3.56261e-10
qi-data-2022.04.19-11.00.07.659_3124.jpk-qi-series;3124;9.60937e-06;7.73438e-06;9.01344e-08;0.00296225;1.10966e+07;-2.04274e-07;-2.65351e-10;;0.00000;0.00000;2.28552e-10
qi-data-2022.04.19-11.00.07.659_3125.jpk-qi-series;3125;1.00781e-05;7.73438e-06;9.00282e-08;0.00297791;1.00946e+07;-2.00332e-07;2.54390e-10;;0.00000;0.00000;1.16504e-09
qi-data-2022.04.19-11.00.07.659_3126.jpk-qi-series;3126;1.05469e-05;7.73438e-06;9.04066e-08;0.00290179;208490;5.80232e-07;-1.61653e-10;;0.00000;0.00000;7.90145e-10
qi-data-2022.04.19-11.00.07.659_3127.jpk-qi-series;3127;1.10156e-05;7.73438e-06;9.01057e-08;0.00293374;134262;9.05569e-07;-1.06512e-10;;0.00000;0.00000;7.09691e-10
qi-data-2022.04.19-11.00.07.659_3128.jpk-qi-series;3128;1.14844e-05;7.73438e-06;9.01020e-08;0.00290658;119816;1.07833e-06;-9.14050e-11;;0.00000;0.00000;7.38556e-10
qi-data-2022.04.19-11.00.07.659_3129.jpk-qi-series;3129;1.19531e-05;7.73438e-06;9.00237e-08;0.00291838;99137.2;1.42635e-06;-5.74032e-11;;0.00000;0.00000;7.04339e-10
qi-data-2022.04.19-11.00.07.659_3130.jpk-qi-series;3130;1.24219e-05;7.73438e-06;8.99252e-08;0.00292110;107848;1.32043e-06;-3.95488e-11;;0.00000;0.00000;7.40209e-10
qi-data-2022.04.19-11.00.07.659_3131.jpk-qi-series;3131;1.28906e-05;7.73438e-06;9.00332e-08;0.00289285;102259;1.37872e-06;-3.92395e-11;;0.00000;0.00000;7.03034e-10
qi-data-2022.04.19-11.00.07.659_3132.jpk-qi-series;3132;1.33594e-05;7.73438e-06;8.93926e-08;0.00301706;78692.7;1.38837e-06;-1.24388e-11;;0.00000;0.00000;5.90539e-10
qi-data-2022.04.19-11.00.07.659_3133.jpk-qi-series;3133;1.38281e-05;7.73438e-06;8.97393e-08;0.00290963;102484;9.06418e-07;-2.58036e-11;;0.00000;0.00000;1.05736e-09
qi-data-2022.04.19-11.00.07.659_3134.jpk-qi-series;3134;1.42969e-05;7.73438e-06;8.90491e-08;0.00304878;126090;7.94961e-07;2.19935e-10;;0.00000;0.00000;1.05427e-09
qi-data-2022.04.19-11.00.07.659_3135.jpk-qi-series;3135;1.47656e-05;7.73438e-06;8.98553e-08;0.00288068;71999.4;1.23192e-06;-6.02668e-12;;0.00000;0.00000;9.33349e-10
qi-data-2022.04.19-11.00.07.659_3136.jpk-qi-series;3136;-1.47656e-05;8.20312e-06;9.29437e-08;0.00264662;1.49646e+07;-1.68959e-07;-1.89697e-10;;0.00000;0.00000;1.58560e-10
qi-data-2022.04.19-11.00.07.659_3137.jpk-qi-series;3137;-1.42969e-05;8.20312e-06;9.34719e-08;0.00291453;1.07300e+07;-1.68675e-07;-4.00729e-10;;0.00000;0.00000;3.60769e-10
qi-data-2022.04.19-11.00.07.659_3138.jpk-qi-series;3138;-1.38281e-05;8.20312e-06;9.31888e-08;0.00296699;1.16050e+07;-1.73391e-07;-3.19542e-10;;0.00000;0.00000;3.01413e-10
qi-data-2022.04.19-11.00.07.659_3139.jpk-qi-series;3139;-1.33594e-05;8.20312e-06;9.30342e-08;0.00297804;1.35190e+07;-1.81190e-07;-2.75064e-10;;0.00000;0.00000;2.42777e-10
qi-data-2022.04.19-11.00.07.659_3140.jpk-qi-series;3140;-1.28906e-05;8.20312e-06;9.31799e-08;0.00292742;1.25448e+07;-1.80907e-07;-3.21553e-10;;0.00000;0.00000;2.89745e-10
qi-data-2022.04.19-11.00.07.659_3141.jpk-qi-series;3141;-1.24219e-05;8.20312e-06;9.30459e-08;0.00295190;1.25880e+07;-1.78575e-07;-2.71736e-10;;0.00000;0.00000;2.70372e-10
qi-data-2022.04.19-11.00.07.659_3142.jpk-qi-series;3142;-1.19531e-05;8.20312e-06;9.32707e-08;0.00290358;1.16858e+07;-1.76150e-07;-4.19370e-10;;0.00000;0.00000;3.92556e-10
qi-data-2022.04.19-11.00.07.659_3143.jpk-qi-series;3143;-1.14844e-05;8.20312e-06;9.30610e-08;0.00293431;1.16919e+07;-1.74303e-07;-3.55770e-10;;0.00000;0.00000;3.27976e-10
qi-data-2022.04.19-11.00.07.659_3144.jpk-qi-series;3144;-1.10156e-05;8.20312e-06;9.29817e-08;0.00292916;1.28708e+07;-1.78737e-07;-3.55876e-10;;0.00000;0.00000;3.31351e-10
